threshold,uncond_prob,cpe_train,lift_train,n_cond_train,n_cond_oos,hit_rate_oos,calibration_err,zone,pred_col,pred_type,ticker,rationale,horizon,q_target,source
-0.010586128998881988,0.499836867862969,0.5856697819314641,1.1717218548433013,321,24,0.9583333333333334,0.37266355140186924,US_Soybean_Belt,US_Soybean_Belt_GDD30_q90,GDD30_q90,CORN,US Soy heat → corn,42,0.5,Paper 7 heat
0.03163254647015076,0.4999075956385141,0.5853658536585366,1.170948108741716,533,17,0.9411764705882353,0.35581061692969873,US_Soybean_Belt,US_Soybean_Belt_tmax_q90,tmax_q90,GC=F,US Soy heat → gold,126,0.5,Paper 7 heat
-0.0581499238242462,0.5,0.5853658536585366,1.170731707317073,164,11,0.0,-0.5853658536585366,Ukraine_Russia_Wheat,Ukraine_Russia_Wheat_tmax_q95,tmax_q95,WEAT,Ukraine heat → wheat,126,0.5,Paper 7 heat
-0.0581499238242462,0.5,0.5853658536585366,1.170731707317073,164,11,0.0,-0.5853658536585366,Ukraine_Russia_Wheat,Ukraine_Russia_Wheat_seasonal_q90,seasonal_q90,WEAT,Ukraine heat → wheat,126,0.5,Paper 7 heat
0.02180928099272797,0.5,0.5848375451263538,1.1696750902527075,554,27,0.14814814814814814,-0.43668939697820564,US_Urban_Energy,US_Urban_Energy_GDD30_q90,GDD30_q90,NG=F,US Urban heat → nat gas,126,0.5,Paper 7 heat
-0.010586128998881988,0.499836867862969,0.5818181818181818,1.164016140517446,165,5,1.0,0.4181818181818182,US_Soybean_Belt,US_Soybean_Belt_tmax_q95,tmax_q95,CORN,US Soy heat → corn,42,0.5,Paper 7 heat
-0.0581499238242462,0.5,0.5818181818181818,1.1636363636363636,110,4,0.25,-0.3318181818181818,US_Soybean_Belt,US_Soybean_Belt_seasonal_q90,seasonal_q90,WEAT,US Soy heat → wheat,126,0.5,Paper 7 heat
-0.0581499238242462,0.5,0.5818181818181818,1.1636363636363636,110,4,0.25,-0.3318181818181818,US_Corn_Belt,US_Corn_Belt_seasonal_q90,seasonal_q90,WEAT,US Corn Belt heat → wheat,126,0.5,Paper 7 heat
0.010970113771031225,0.5,0.5815602836879432,1.1631205673758864,564,24,0.25,-0.3315602836879432,EU_Wheat_Belt,EU_Wheat_Belt_GDD30_q90,GDD30_q90,ZW=F,EU Wheat heat → wheat futures,126,0.5,Paper 7 heat
-0.024401330117228327,0.5,0.5813953488372093,1.1627906976744187,43,2,0.0,-0.5813953488372093,Ukraine_Russia_Wheat,Ukraine_Russia_Wheat_heatstress_30C,heatstress_30C,WEAT,Ukraine heat → wheat,63,0.5,Paper 7 heat
-0.0007550529121916746,0.5,0.5806451612903226,1.1612903225806452,124,7,0.0,-0.5806451612903226,India_Sugar,India_Sugar_tmax_q95,tmax_q95,SOYB,India heat → soybeans (food inflation),21,0.5,Paper 7 heat
0.0004339532622943069,0.5,0.5806451612903226,1.1612903225806452,62,7,0.5714285714285714,-0.009216589861751223,EU_Urban_Energy,EU_Urban_Energy_heatstress_30C,heatstress_30C,NG=F,EU Urban heat → nat gas,42,0.5,Paper 7 heat
